doi,column,label,matched_pattern,verbatim_snippet,source
10.1109/tmi.2024.3523949,method_family,Generative (GAN/diffusion/VAE),\bcycleGAN\b,MRI Motion Correction Through Disentangled CycleGAN Based on Multi-Mask K-Space Subsampling <!-- source: verbat,title+abstract
10.1109/tmi.2024.3523949,method_family,Motion correction,motion correct,MRI Motion Correction Through Disentangled CycleGAN Based on Multi-Mask K-Spac,title+abstract
10.1109/tmi.2024.3523949,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bPSNR\b,"brain MRI with simulated motion artifacts. Correspondingly, PSNR values increased from 26.09 to 31.09 and from 25.10 to 31.7",title+abstract
10.1109/tmi.2024.3523949,evaluation,Perceptual / learned metrics,\bFID\b,"el Inception Distance (KID) and Fréchet Inception Distance (FID) metrics. Additionally, ablation experiments were conducted",title+abstract
10.1109/tmi.2024.3523949,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,g operator is utilized to decrease the complexity of motion artifacts by randomly discarding motion-affected k-space lines. The,title+abstract
10.1109/tmi.2024.3523949,failure_modes,Motion degradation,motion[- ](?:artifact|corrupt|degrad|induced),sampling operator is utilized to decrease the complexity of motion artifacts by randomly discarding motion-affected k-space lines. The,title+abstract
10.1109/tmi.2024.3523949,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"rain), as described in [30]. Additionally, human brain T2-weighted MRI from the FastMRI public dataset [43] was utilized",full text
10.1109/tmi.2024.3523949,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"d sensitivity by combining gadoxetic acid–enhanced and diffusion-weighted MR imaging patterns,” _Radiology_ , vol. 264, no. 3, p",full text
10.1109/tmi.2024.3523949,public_dataset,fastMRI,fastMRI,"ic acid-enhanced human liver MRI, human brain MRI from fastMRI, and preclinical rodent brain MRI. Quantitative improv",full text
10.1109/tmi.2024.3523949,reference_standard,Fully sampled reference,,rk that aims to distinguish the predicted image from a ground truth image. The GAN-based conjugate gradient SENSE (CG-SENSE) rec,full text
10.1109/tmi.2024.3523949,code_available,yes,(?:code|implementation) (?:is|will be|are)? ?(?:publicly |freely )?available|github\.com|gitlab\.com|zenodo,source code and example data are available on https://github.com/baoqingjia/DCGAN-MS. ## IV. EXPERIMENTAL RESULTS #,full text
10.1109/iccit62134.2024.10701250,method_family,Denoising,denois,Performance Evaluation of Medical Image Denoising using Convolutional Autoencoders <!-- source: verbatim f,title+abstract
10.1109/iccit62134.2024.10701250,failure_modes,Hallucination / fidelity / instability,fidelity,"ive results with PathMNIST images, demonstrating high image fidelity. However, Brain MRI Scan images show moderate denoising sug",title+abstract
10.1109/jbhi.2025.3586049,method_family,Motion correction,motion correct,necessitates reliable slice-tovolume registration (SVR) for motion correction and superresolution reconstruction (SRR) techniques. Tra,title+abstract
10.1109/jbhi.2025.3586049,method_family,Super-resolution,super[- ]?resolution,slice-tovolume registration (SVR) for motion correction and superresolution reconstruction (SRR) techniques. Traditional approaches hav,title+abstract
10.1109/jbhi.2025.3586049,method_family,Self-supervised / unsupervised,\bunsupervised\b,"in clinical fetal MRI. To address this issue, we propose an unsupervised iterative joint SVR and SRR DL framework for 3D isotropic H",title+abstract
10.1109/jbhi.2025.3586049,failure_modes,Motion degradation,motion[- ](?:artifact|corrupt|degrad|induced),otropic High-Resolution Fetal Brain MRI Reconstruction From Motion Corrupted Thick Data <!-- source: verbatim from paper full text -->,title+abstract
10.1109/jbhi.2025.3586049,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,on of the trained network. They trained a CNN model on T2-weighted fetal brain images to predict the 3D posesofthenewborn,full text
10.1109/jbhi.2025.3586049,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"ffusion direction sensitive slice registration and 3-D DTI reconstruction from moving fetal brain anatomy,” _IEEE",full text
10.1109/jbhi.2025.3586049,public_dataset,HCP,\bHCP\b|Human Connectome,"the normal fetal brain development from the developing human connectome project,” _G-Node_ , vol. 10, 2023, Art. no. 2023. -",full text
10.1109/jbhi.2025.3586049,public_dataset,dHCP,\bdHCP\b|developing Human Connectome,"large and high-quality training datasets such as fetal dHCP are becoming available, these methods still face chall",full text
10.1109/jbhi.2025.3586049,reference_standard,Fully sampled reference,,ion of 0.8 mm to match the original resolutions of the ground truth images. We conducted a comparison between the reconstructed,full text
10.1109/jbhi.2025.3586049,code_available,yes,(?:code|implementation) (?:is|will be|are)? ?(?:publicly |freely )?available|github\.com|gitlab\.com|zenodo,"50002, China (e-mail: wangrongpin@126.com). The source code is available at https://github.com/DeepBMI/ SUFFICIENT. Digital Obj",full text
10.1007/s00247-025-06314-2,method_family,Compressed sensing / parallel imaging,accelerat\w*[ -](?:MRI|MR\b|imaging|acquisition|brain|volumetric|multishot|time),Accelerated brain magnetic resonance imaging with deep learning reconstructio,title+abstract
10.1007/s00247-025-06314-2,evaluation,Observer / reader study,radiologists?,"MRI), and accelerated MRI with DLR (DLA-MRI). Two pediatric radiologists independently assessed the overall image quality, sharpness",title+abstract
10.1007/s00247-025-06314-2,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"ndependently assessed the overall image quality, sharpness, artifacts, noise, and lesion conspicuity. Quantitative image analysi",title+abstract
10.1007/s00247-025-06314-2,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"utional guidelines. Conventional MRI included sagittal T1-weighted imaging (T1WI), axial T1WI, axial T2-weighted imaging",full text
10.1007/s00247-025-06314-2,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"sagittal T1-weighted imaging (T1WI), axial T1WI, axial T2-weighted imaging (T2WI), and axial T2-weighted fluid-attenuated",full text
10.1007/s00247-025-06314-2,pulse_sequences,FLAIR,\bFLAIR\b,"axial T2-weighted fluid-attenuated inversion-recovery (FLAIR) imaging. Additionally, accelerated MRI was performed",full text
10.1007/s00247-025-06314-2,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,ng SS et al (2022) Clinical feasibility of accelerated diffusion weighted imaging of the abdomen with deep learning reconstructi,full text
10.1007/s00247-025-06314-2,reference_standard,Fully sampled reference,,") A review on deep learning MRI reconstruction without fully sampled k-space. BMC Med Imaging 21:195 8. Lin DJ, Johnson PM, Knoll",full text
10.1109/conecct65861.2025.11306510,method_family,Generative (GAN/diffusion/VAE),\bVAE\b,Labeling-Based CBF Map Generation Using a Vector Quantized VAE <!-- source: verbatim from paper full text --> Cerebral blo,title+abstract
10.1109/conecct65861.2025.11306510,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bSSIM\b,"validation metrics, including Structural Similarity Index (SSIM), Mean Absolute Error (MAE) and Maximum Mean Discrepancy (M",title+abstract
10.1109/conecct65861.2025.11306510,failure_modes,Robustness / distribution shift,robust,learn the structural latent space effectively and helps in robust feature extraction in noisy images. A Vector Quantized Vari,title+abstract
10.1109/conecct65861.2025.11306510,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"pository (http://adni.loni.usc.edu/) with available 3D T1 weighted images, 2D PASL(Pulsed Arterial Spin Labeling) images",full text
10.1109/conecct65861.2025.11306510,public_dataset,ADNI,\bADNI\b,"ales, 55 females) from the AD Neuroimaging Initiative (ADNI) repository (http://adni.loni.usc.edu/) with available",full text
10.1109/conecct65861.2025.11306510,reference_standard,Fully sampled reference,,average absolute differences between reconstructed and ground truth images were computed by MAE [16]. Evaluating the voxelwise i,full text
10.1109/tbme.2025.3543403,method_family,Compressed sensing / parallel imaging,undersampl,"d network responsible for initial image reconstruction from undersampled multi-coil k-space data, and ii) a data-driven artifact s",title+abstract
10.1109/tbme.2025.3543403,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"essitates accelerated imaging techniques. In this work, the artifact information is exploited as an important prior for CEST ima",title+abstract
10.1109/tbme.2025.3543403,failure_modes,Robustness / distribution shift,robust,cale feature fusion mechanism is developed and utilized for robust artifact estimation and artifact correction. We trained the,title+abstract
10.1109/tbme.2025.3543403,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"sequences with long echo trains, like turbo spin-echo (TSE). To address this issue, a self-calibrated CEST image",full text
10.1109/tbme.2025.3543403,reference_standard,Fully sampled reference,,"ely the experimentally undersampled source images, the fully-sampled image from the CF, and the retrospectively undersampled imag",full text
10.1109/tbme.2025.3543403,code_available,yes,(?:code|implementation) (?:is|will be|are)? ?(?:publicly |freely )?available|github\.com|gitlab\.com|zenodo,nsity induced by CEST saturation. All the DEISM source code is available at https://github.com/YiZhangMRI/DEISM. **_3) Compar,full text
10.3174/ajnr.a8841,method_family,Compressed sensing / parallel imaging,compressed sensing,"sitions, in comparison with reconstructions in conventional compressed sensing and controlled aliasing in parallel imaging techniques. MAT",title+abstract
10.3174/ajnr.a8841,evaluation,Observer / reader study,radiologists?,"ruction. Image quality was independently assessed by 2 neuroradiologists by using a 5-point Likert scale, which included overall ima",title+abstract
10.3174/ajnr.a8841,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"5-point Likert scale, which included overall image quality, artifacts, sharpness, structural conspicuity, and noise level. Inter",title+abstract
10.3174/ajnr.a8841,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"t 19, 2026. ## **Deep Learning Reconstruction for 7T MP2RAGE and SPACE MRI: Improving Image Quality at High Acceler",full text
10.3174/ajnr.a8841,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"o of the most common clinical sequences, 3D GRE and 3D TSE, were targeted and implemented as magnetization-prepar",full text
10.3174/ajnr.a8841,pulse_sequences,FLAIR,\bFLAIR\b,patients with MP2RAGE data and 30 patients with SPACE FLAIR data. Each set of raw data was reconstructed with DL-b,full text
10.3174/ajnr.a8841,pulse_sequences,SWI,\bSWI\b|susceptibility[- ]weighted|\bQSM\b,osition in neurologic Wilson disease: insights from 7T susceptibility-weighted imaging. Neurology 2024;102:e209478 CrossRef Medline,full text
10.3174/ajnr.a8841,reference_standard,Fully sampled reference,,"/or folding artifacts. Furthermore, the acquisition of fully sampled data sets for training at the high spatial resolutions that",full text
10.1109/icicis66182.2025.11313176,method_family,Super-resolution,super[- ]?resolution,Deep Super-Resolution and Age Prediction for Brain MRI Using SRCNN <!-- source: v,title+abstract
10.1109/icicis66182.2025.11313176,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bPSNR\b,"reconstructed images achieve a peak signal-to-noise ratio (PSNR) of 30.45 dB, a mean squared error (MSE) of 0.0010, and a s",title+abstract
10.1109/icicis66182.2025.11313176,failure_modes,Robustness / distribution shift,robust,"r full text --> Magnetic Resonance Imaging (MRI) provides a robust, noninvasive method for brain assessment and the detection",title+abstract
10.1109/icicis66182.2025.11313176,failure_modes,Hallucination / fidelity / instability,fidelity,overing fine structural details and improving overall image fidelity. The reconstructed images achieve a peak signal-to-noise ra,title+abstract
10.1109/icicis66182.2025.11313176,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"on. In the first stage, axial slices extracted from 3D T1-weighted MRI volumes are super-resolved using a trained SRCNN m",full text
10.1109/icicis66182.2025.11313176,public_dataset,IXI,\bIXI\b,"olved images to estimate biological age. Tested on the IXI dataset, the model demonstrates strong predictive accu",full text
10.1109/icicis66182.2025.11313176,public_dataset,OASIS,\bOASIS\b,"from publicly available sources, including the IXI and OASIS databases. These datasets contain anonymized, de-ident",full text
10.1007/978-981-96-6957-8/25,method_family,Denoising,denois,"ten involves regression tasks, such as super resolution and denoising, where uncertainty estimation is equally important but i",title+abstract
10.1007/978-981-96-6957-8/25,method_family,Super-resolution,super[- ]?resolution,"cal image analysis often involves regression tasks, such as super resolution and denoising, where uncertainty estimation is equally impo",title+abstract
10.1007/978-981-96-6957-8/25,evaluation,Uncertainty estimation,uncertaint,Estimating Uncertainty on Deep Learning-Driven Fibre Orientation Distribution Enh,title+abstract
10.1007/978-981-96-6957-8/25,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"es for testing), was used for all the experiments. The T1-weighted and diffusion-weighted images (DWI) for each subject w",full text
10.1007/978-981-96-6957-8/25,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,Introduction** Diffusion magnetic resonance imaging (dMRI) is a non-invasive advanced imaging technique to explo,full text
10.1007/978-981-96-6957-8/25,public_dataset,HCP,\bHCP\b|Human Connectome,hancement on downstream tasks such as tractography and human connectome mapping. Current uncertainty estimation methods show p,full text
10.1016/j.mri.2025.110427,method_family,Generative (GAN/diffusion/VAE),\bsynthesi[sz],approach using artifcial intelligence-based direct contrast synthesis (AI-DCS) of the multi-contrast weighted images to improve i,title+abstract
10.1016/j.mri.2025.110427,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"T1W AI-DCS had better overall image quality, reduced noise/artifacts, and better subjective SNR in 100 % (16/16) of evaluations",title+abstract
10.1016/j.mri.2025.110427,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"lay multi-echo (MDME)<br>sequence was obtained. SOC 3D T1-weighted (T1W), 2D T2-weighted (T2W) and 2D T2W fuid-attenuated",full text
10.1016/j.mri.2025.110427,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"br>sequence was obtained. SOC 3D T1-weighted (T1W), 2D T2-weighted (T2W) and 2D T2W fuid-attenuated<br>inversion recovery",full text
10.1016/j.mri.2025.110427,pulse_sequences,FLAIR,\bFLAIR\b,T2W) and 2D T2W fuid-attenuated<br>inversion recovery (FLAIR) images from 35 patients were used to train a neural n,full text
10.1016/j.ejrad.2025.112289,method_family,Super-resolution,super[- ]?resolution,Impact of super-resolution deep learning-based reconstruction for hippocampal MRI <!--,title+abstract
10.1016/j.ejrad.2025.112289,evaluation,Observer / reader study,radiologists?,"t-to-noise ratio (CNR), and septum slope were analyzed. Two radiologists evaluated the images for noise, contrast, artifacts, sharpn",title+abstract
10.1016/j.ejrad.2025.112289,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"Two radiologists evaluated the images for noise, contrast, artifacts, sharpness, and overall quality. Quantitative and qualitat",title+abstract
10.1016/j.ejrad.2025.112289,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"is that we did not perform a direct comparison with 3D T1-weighted sequences, which are the clinical standard for quantit",full text
10.1016/j.ejrad.2025.112289,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"nstruction (SR-DLR) Image reconstruction on thin-slice T2-weighted hippocampal MR image quality using 3 T MRI, in both hu",full text
10.1016/j.ejrad.2025.112289,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"ent [23] and for k-space based reconstruction in brain diffusion-weighted images [15], similar to the approach used in our study",full text
10.1016/j.ejrad.2025.112289,reference_standard,Conventional reconstruction comparator,,not significantly prolong the overall examination time compared to standard reconstruction methods (approximately 15 s) or DLR (approximately 30,full text
10.1016/j.jmr.2025.107898,method_family,Compressed sensing / parallel imaging,low[- ]rank,robustness to mismatched sampling rate An alternating deep low-rank approach <!-- source: verbatim from paper full text --> Und,title+abstract
10.1016/j.jmr.2025.107898,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,ccelerates signal acquisition at the expense of introducing artifacts. Removing these artifacts is a fundamental problem in sign,title+abstract
10.1016/j.jmr.2025.107898,failure_modes,Robustness / distribution shift,robust,Improve robustness to mismatched sampling rate An alternating deep low-ran,title+abstract
10.1016/j.jmr.2025.107898,failure_modes,Hallucination / fidelity / instability,fidelity,"nential functions, deep learning has achieved fast and high-fidelity signal reconstruction by training a mapping from the unders",title+abstract
10.1016/j.jmr.2025.107898,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,ted for training and 7 subjects for testing. **Axial T1 weighted (T1w) brain** : The data was acquired using a 2D fast-,full text
10.1016/j.jmr.2025.107898,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"(knee vs. brain), and contrast configurations (PDw vs. T2w), between the training and target data will heavily co",full text
10.1016/j.jmr.2025.107898,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"nstrained reconstruction of high-resolution multi-shot diffusion weighted image, J. Magn. Reson. 312 (2020). - [43] T. Lu, X.",full text
10.1016/j.jmr.2025.107898,public_dataset,fastMRI,fastMRI,ain** : The data were obtained from the one repository fastMRI [56]. The brain dataset in fastMRI is acquired by diff,full text
10.1016/j.jmr.2025.107898,reference_standard,Fully sampled reference,,"value distribution progressively approximates that of fully sampled data. The final block of DHMF generates high-fidelity, low-",full text
10.1016/j.mri.2025.110463,method_family,Super-resolution,super[- ]?resolution,been introduced to address these limitations. Image-domain super-resolution DLR enables high resolution without additional image scans.,title+abstract
10.1016/j.mri.2025.110463,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bPSNR\b,"ment included structural similarity index (SSIM), peak SNR (PSNR), root mean square error (RMSE), and full width at half max",title+abstract
10.1016/j.mri.2025.110463,evaluation,Observer / reader study,\bLikert\b,on and image sharpness. Visual evaluation using a fve-point Likert scale was also performed to assess perceived image quality.,title+abstract
10.1016/j.mri.2025.110463,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,ion matrices) led to image degradation including truncation artifacts and reduced sharpness. These results clarify the optimal u,title+abstract
10.1016/j.mri.2025.110463,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"R target images were acquired in 34 examinations using T1-weighted (T1WI), T2-weighted (T2WI), diffusion-weighted (DWI),",full text
10.1016/j.mri.2025.110463,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,"acquired in 34 examinations using T1-weighted (T1WI), T2-weighted (T2WI), diffusion-weighted (DWI), fluidattenuated inve",full text
10.1016/j.mri.2025.110463,pulse_sequences,FLAIR,\bFLAIR\b,"on-weighted (DWI), fluidattenuated inversion recovery (FLAIR), and PD-weighted imaging (PDWI) sequences (Table 1).",full text
10.1016/j.mri.2025.110463,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"inations using T1-weighted (T1WI), T2-weighted (T2WI), diffusion-weighted (DWI), fluidattenuated inversion recovery (FLAIR), and",full text
10.1002/mrm.30271,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bSSIM\b,> Abstract Purpose The structural similarity index measure (SSIM) has become a popular quality metric to evaluate QSM in a w,title+abstract
10.1002/mrm.30271,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"agnetic tissues, resulting in biasing. In addition, extreme artifacts may compress the dynamic range, resulting in unrealistical",title+abstract
10.1002/mrm.30271,failure_modes,Robustness / distribution shift,robust,"ects on the SSIM metric applied to QSM. The XSIM metric was robust to those effects, penalizing the presence of streaking arti",title+abstract
10.1002/mrm.30271,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"were simulated using data derived from a 7T multi-echo MPRAGE<sup>34</sup> scan, and multi-echo acquisitions were fo",full text
10.1002/mrm.30271,pulse_sequences,SWI,\bSWI\b|susceptibility[- ]weighted|\bQSM\b,structural similarity index measure optimized for MRI QSM** **Carlos Milovic**<sup>**1**</sup> **Cristian Tejo,full text
10.1002/mrm.30271,reference_standard,Fully sampled reference,,"SSIM score over a defined ROI or the whole FOV. and ground-truth images, to maintain the proportionality ratio between them.",full text
10.1016/j.ejrad.2025.112497,method_family,Generative (GAN/diffusion/VAE),\bsynthesi[sz],"t-MineGAN) for high-fidelity multi-organ, multi-b-value DWI synthesis and accurate ADC restoration, addressing real-world limitat",title+abstract
10.1016/j.ejrad.2025.112497,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bPSNR\b,"bitrary b-values. Performance was evaluated using MSE, MAE, PSNR, and SSIM, and radiologist Likert ratings with ICC for synt",title+abstract
10.1016/j.ejrad.2025.112497,evaluation,Observer / reader study,radiologists?,"rformance was evaluated using MSE, MAE, PSNR, and SSIM, and radiologist Likert ratings with ICC for synthetic images at non-trained",title+abstract
10.1016/j.ejrad.2025.112497,failure_modes,Hallucination / fidelity / instability,hallucinat,"egions showed inferior image quality. Recognizing potential hallucination or distortion, further multi-center clinical validation",title+abstract
10.1016/j.ejrad.2025.112497,pulse_sequences,FLAIR,\bFLAIR\b,", Synthesis of diffusion-weighted MRI scalar maps from FLAIR volumes using generative adversarial networks, Front.",full text
10.1016/j.ejrad.2025.112497,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,lsevier.com/locate/ejrad ## Accurate multi-b-value DWI generation using two-stage deep learning: multicenter,full text
10.1016/j.ejrad.2025.112497,code_available,yes,(?:code|implementation) (?:is|will be|are)? ?(?:publicly |freely )?available|github\.com|gitlab\.com|zenodo,"gnetic resonance DWI synthesis and conversion (https://github.com/410312774/multi_b_DWI_DL), enabling the transition f",full text
10.1007/s10278-026-02059-y,method_family,Generative (GAN/diffusion/VAE),\bGANs?\b,hted MRI using the BrainGAN generative adversarial network (GAN) framework. This retrospective study included 83 patients w,title+abstract
10.1007/s10278-026-02059-y,evaluation,Pixel-wise metrics (PSNR/SSIM/NRMSE),\bPSNR\b,"similarity index measure (SSIM), peak signal-tonoise ratio (PSNR), and root mean squared error (RMSE). Qualitative evaluatio",title+abstract
10.1007/s10278-026-02059-y,evaluation,Observer / reader study,radiologists?,tion employed a visual Turing test conducted by expert neuroradiologists and repeated after 1 month. GAN losses decreased progressiv,title+abstract
10.1007/s10278-026-02059-y,evaluation,Perceptual / learned metrics,perceptual (?:metric|loss|quality|difference),s performance was evaluated using adversarial and VGG-based perceptual losses and quantitative metrics including mean squared error (MS,title+abstract
10.1007/s10278-026-02059-y,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,feasibility of generating synthetic contrast-enhanced T1-weighted (CE-T1) and FLAIR (CE-FLAIR) images from noncontrast T,full text
10.1007/s10278-026-02059-y,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,) and FLAIR (CE-FLAIR) images from noncontrast T1- and T2-weighted MRI using the BrainGAN generative adversarial network,full text
10.1007/s10278-026-02059-y,pulse_sequences,FLAIR,\bFLAIR\b,ng synthetic contrast-enhanced T1-weighted (CE-T1) and FLAIR (CE-FLAIR) images from noncontrast T1- and T2-weighted,full text
10.1007/s10278-026-02059-y,reference_standard,Fully sampled reference,,ights representative differences between synthetic and ground-truth images. While overall anatomical Journal of Imaging Inform,full text
10.1007/s10278-026-02059-y,code_available,yes,(?:code|implementation) (?:is|will be|are)? ?(?:publicly |freely )?available|github\.com|gitlab\.com|zenodo,ct to patient confidentiality. **Code Availability** Code is available from the corresponding author upon reasonable request.,full text
10.3174/ajnr.a8992,method_family,Compressed sensing / parallel imaging,parallel imaging,ompared with a state-of-the-art wave-controlled aliasing in parallel imaging (Wave-CAIPI) accelerated 3D T1-MPRAGE for evaluating intrac,title+abstract
10.3174/ajnr.a8992,method_family,Physics-based / unrolled,data[- ]consistency,"ational networks, involved 6 iterations alternating between data consistency updates and neural network evaluation. The second step appl",title+abstract
10.3174/ajnr.a8992,method_family,Super-resolution,super[- ]?resolution,es and neural network evaluation. The second step applied a super-resolution algorithm for further image enhancement. Two independent ne,title+abstract
10.3174/ajnr.a8992,evaluation,Observer / reader study,radiologists?,"gorithm for further image enhancement. Two independent neuroradiologists conducted a blinded, randomized head-to-head comparison of",title+abstract
10.3174/ajnr.a8992,failure_modes,Artifacts (aliasing/ghosting/Gibbs),artifact,"eptomeningeal, and ependymal enhancement; sharpness; noise; artifacts; and overall diagnostic quality. A third board-certified n",title+abstract
10.3174/ajnr.a8992,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,rning Accelerated versus Wave-CAIPI Postcontrast 3D T1-MPRAGE for Evaluation of Intracranial Enhancing Lesions** A,full text
10.3174/ajnr.a8992,pulse_sequences,FLAIR,\bFLAIR\b,"otocols, including susceptibility-weighted imaging, 3D FLAIR, and pre- and postcontrast T1-MPRAGE.<sup>6-9</sup> DL",full text
10.3174/ajnr.a8992,pulse_sequences,SWI,\bSWI\b|susceptibility[- ]weighted|\bQSM\b,"ated and adopted for a variety of protocols, including susceptibility-weighted imaging, 3D FLAIR, and pre- and postcontrast T1-MPRAGE",full text
10.3174/ajnr.a8992,reference_standard,Conventional reconstruction comparator,,"image resolution, while offering a 45% reduction in TA compared with standard-of-care sequences. The consistent findings across multiple studies high",full text
10.1109/icici68773.2026.11580971,method_family,Denoising,denois,Deep Learning based Denoising Framework for High-Fidelity Brain MRI Reconstruction <!-,title+abstract
10.1109/icici68773.2026.11580971,failure_modes,Hallucination / fidelity / instability,fidelity,Deep Learning based Denoising Framework for High-Fidelity Brain MRI Reconstruction <!-- source: verbatim from paper f,title+abstract
10.1109/icici68773.2026.11580971,reference_standard,Fully sampled reference,,"ixel-by-pixel terms between the denoised image and the ground truth image. In conclusion, this model can be confirmed to be high",full text
10.3174/ajnr.a9140,evaluation,Observer / reader study,\breaders?\b,"econstructed FLAIR sequence with complete agreement between readers. Six subthreshold lesions (,3 mm) were missed in 3 patients",title+abstract
10.3174/ajnr.a9140,pulse_sequences,T1w,\bT1[- ]?w(?:eighted)?\b|\bMP-?RAGE\b|\bMP2RAGE\b|T1[- ]SPACE,"and the Ref FLAIR sequences, along with DWI and 3D T1 MPRAGE sequences. When clinically required and in accordance",full text
10.3174/ajnr.a9140,pulse_sequences,T2w,\bT2[- ]?w(?:eighted)?\b|\bT2[- ]SPACE\b|\bTSE\b|\bFSE\b,n of deep learning accelerated image reconstruction in T2-weighted turbo spin-echo imaging of the brain at 7T. AJNR Am J,full text
10.3174/ajnr.a9140,pulse_sequences,FLAIR,\bFLAIR\b,"August 19, 2026. ## − **Deep Learning Accelerated 3D FLAIR Enables Reliable MS Lesion Detection** Sébastien Ver",full text
10.3174/ajnr.a9140,pulse_sequences,DWI,\bDWI\b|diffusion[- ]weighted|\bDTI\b|\bdMRI\b|\bHARDI\b,"e 3D FLAIR DLR and the Ref FLAIR sequences, along with DWI and 3D T1 MPRAGE sequences. When clinically required a",full text
