timestamp_utc,pmid,doi,year,title,journal,decision,stage,include_reason,exclude_reason,flag_reason,background_reason,needs_human_review,reviewer_votes,evidence_spans,source_path,copy_path,confidence_score,confidence,reviewer_votes_normalized,automated_vote_count,automated_votes_summary
2026-07-27T12:23:32.158013+00:00,30672166,10.3348/kjr.2017.0634,2019,Accelerated Time-of-Flight Magnetic Resonance Angiography with Sparse Undersampling and Iterative Reconstruction for the Evaluation of Intracranial Arteries.,Korean journal of radiology,include,fulltext_screening,"outcome_unclear: Blinded radiologist reader study comparing image quality and artifacts of sparse-undersampled iterative brain MRA reconstruction versus conventional, a fidelity evaluation.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""image quality was scored using a five-point scale based on the delineation of arterial vessel segments, artifacts""]",2019 - Accelerated Time-of-Flight Magnetic Resonance Angiography with Sparse Undersampling and Iterative Reconstruction for the - PMID 30672166.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,31072348,10.1186/s12938-019-0668-8,2019,An on-line processing strategy for head movement interferences removal of dynamic brain electrical impedance tomography based on wavelet decomposition.,Biomedical engineering online,exclude,fulltext_screening,,"out_of_scope: Concerns electrical impedance tomography (EIT), not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""dynamic brain electrical impedance tomography (EIT)""]",2019 - An on-line processing strategy for head movement interferences removal of dynamic brain electrical impedance tomography - PMID 31072348.md,,0.95,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30213755,10.1016/j.mri.2018.09.004,2019,Anatomical accuracy of standard-practice tractography algorithms in the motor system - A histological validation in the squirrel monkey brain.,Magnetic resonance imaging,exclude,fulltext_screening,,"wrong_population: Tractography algorithm accuracy validated in animal (squirrel monkey) brains, not human MRI reconstruction safety.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""histological validation in the squirrel monkey brain""]",2019 - Anatomical accuracy of standard-practice tractography algorithms in the motor system - A histological validation in the - PMID 30213755.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31247254,10.1016/j.mri.2019.05.038,2019,Applications of a deep learning method for anti-aliasing and super-resolution in MRI.,Magnetic resonance imaging,include,fulltext_screening,intervention_unclear: Deep learning (SMORE) anti-aliasing/super-resolution for brain MRI validated with visual and quantitative fidelity metrics addressing aliasing artifacts.,,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""deep learning approach called SMORE that carries out both anti-aliasing and super-resolution""]",2019 - Applications of a deep learning method for anti-aliasing and super-resolution in MRI. - PMID 31247254.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,30811739,10.1002/jmri.26693,2019,Automated image quality evaluation of structural brain MRI using an ensemble of deep learning networks.,Journal of magnetic resonance imaging : JMRI,include,fulltext_screening,"outcome_unclear: Proposes an automated deep-learning methodology to evaluate brain MRI image quality, benchmarked against expert human ratings.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""automatically evaluate the quality of multicenter structural brain MRI images using an ensemble DL model""]",2019 - Automated image quality evaluation of structural brain MRI using an ensemble of deep learning networks. - PMID 30811739.md,,0.55,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,30453031,10.1016/j.neuroimage.2018.11.018,2019,Bundle-specific tractography with incorporated anatomical and orientational priors.,NeuroImage,exclude,fulltext_screening,,"out_of_scope: Tractography streamline-reconstruction algorithm development, not evaluation of MRI image reconstruction safety/fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""developed a Bundle-Specific Tractography (BST) algorithm""]",2019 - Bundle-specific tractography with incorporated anatomical and orientational priors. - PMID 30453031.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30024066,10.1002/mrm.27366,2019,Combined angiography and perfusion using radial imaging and arterial spin labeling.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Feasibility of a new ASL acquisition/reconstruction sequence; not a safety/fidelity evaluation methodology for AI reconstruction.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""demonstrate the feasibility of a novel noninvasive MRI technique""]",2019 - Combined angiography and perfusion using radial imaging and arterial spin labeling. - PMID 30024066.md,,0.75,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30523142,10.3174/ajnr.A5905,2019,Compressed Sensing-Sensitivity Encoding (CS-SENSE) Accelerated Brain Imaging: Reduced Scan Time without Reduced Image Quality.,AJNR. American journal of neuroradiology,include,fulltext_screening,"outcome_unclear: Blinded neuroradiologist reader study evaluating image quality, artifacts and lesion sharpness of compressed-sensing accelerated brain MRI reconstruction versus conventional.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""evaluated on 4- or 5-point Likert scales for overall image quality, SNR, extent/severity of artifacts""]",2019 - Compressed Sensing-Sensitivity Encoding (CS-SENSE) Accelerated Brain Imaging Reduced Scan Time without Reduced Image Qua - PMID 30523142.md,,0.6,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1007/978-3-030-11723-8_16,2019,Deep Autoencoding Models for Unsupervised Anomaly Segmentation in Brain MR Images,"Brainlesion: Glioma, Multiple Sclerosis, Stroke and Traumatic Brain Injuries",exclude,fulltext_screening,,"out_of_scope: Uses autoencoder reconstruction error to detect/segment pathology, not to evaluate reconstruction safety/fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""detect anomalies either as outliers in the learned feature space or from large reconstruction errors""]",2019 - Deep Autoencoding Models for Unsupervised Anomaly Segmentation in Brain MR Images - SPRINGER 10.1007_978-3-030-11723-8_16.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31144009,10.1007/s00276-019-02264-1,2019,Differences between generalized Q-sampling imaging and diffusion tensor imaging in visualization of crossing neural fibers in the brain.,Surgical and radiologic anatomy : SRA,exclude,fulltext_screening,,out_of_scope: Compares diffusion reconstruction schemes (GQI vs DTI) for crossing-fiber visualization; not MRI image reconstruction safety evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""advantages of GQI reconstruction in the imaging of nerve fibers at crossing regions""]",2019 - Differences between generalized Q-sampling imaging and diffusion tensor imaging in visualization of crossing neural fibe - PMID 31144009.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31009689,10.1016/j.mri.2019.04.008,2019,Diffusion MRI using two-dimensional single-shot radial imaging (2D ss-rDWI) with variable flip angle and random view ordering.,Magnetic resonance imaging,exclude,fulltext_screening,,out_of_scope: Development of a radial DWI acquisition technique to reduce distortion; engineering demonstration rather than a reconstruction safety/fidelity evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""develop a 2D single-shot radial-DWI (2D ss-rDWI) technique to reduce motion artifacts and geometric distortion""]",2019 - Diffusion MRI using two-dimensional single-shot radial imaging (2D ss-rDWI) with variable flip angle and random view ord - PMID 31009689.md,,0.6,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1109/NSS/MIC42101.2019.9060064,2019,Dual injection short time parametric PET image,2019 IEEE Nuclear Science Symposium and Medical Imaging Conference (NSS/MIC),exclude,fulltext_screening,,"out_of_scope: Parametric PET reconstruction method, not brain MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""parametric positron emission tomography (PET) reconstruction method using a dual injection strategy""]",2019 - Dual injection short time parametric PET image - IEEEXPLORE 9060064.md,,0.95,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30816312,10.1038/s41598-019-39888-7,2019,ENLIVE: An Efficient Nonlinear Method for Calibrationless and Robust Parallel Imaging.,Scientific reports,exclude,fulltext_screening,,out_of_scope: Development of a new parallel-imaging reconstruction method; an engineering method paper rather than a safety/fidelity evaluation study.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""novel calibrationless parallel imaging technique which simultaneously estimates coil profiles and image content""]",2019 - ENLIVE An Efficient Nonlinear Method for Calibrationless and Robust Parallel Imaging. - PMID 30816312.md,,0.6,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,,10.1109/TRPMS.2018.2881248,2019,Enhancement of Partial Volume Correction in MR-Guided PET Image Reconstruction by Using MRI Voxel Sizes,IEEE Transactions on Radiation and Plasma Medical Sciences,exclude,fulltext_screening,,"out_of_scope: MR-guided PET reconstruction/partial-volume correction; the reconstructed image is PET, not brain MRI.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""MR-guided PET image reconstruction""]",2019 - Enhancement of Partial Volume Correction in MR-Guided PET Image Reconstruction by Using MRI Voxel Sizes - IEEEXPLORE 8536399.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,29850877,10.1093/cercor/bhy117,2019,Evaluating the Prediction of Brain Maturity From Functional Connectivity After Motion Artifact Denoising.,"Cerebral cortex (New York, N.Y. : 1991)",exclude,fulltext_screening,,out_of_scope: fMRI functional-connectivity age prediction after denoising; not MRI image reconstruction safety/fidelity.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""evaluated individual age prediction with RSFC after stringent motion denoising""]",2019 - Evaluating the Prediction of Brain Maturity From Functional Connectivity After Motion Artifact Denoising. - PMID 29850877.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30671618,10.1007/s00234-019-02160-w,2019,Evaluation of 3D fat-navigator based retrospective motion correction in the clinical setting of patients with brain tumors.,Neuroradiology,include,fulltext_screening,intervention_unclear: Clinical evaluation with blinded reader scoring of motion-artifact severity and image-quality improvement of retrospective motion-corrected brain MRI.,,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""severity of motion in the non-corrected MPRAGE was assessed for each landmark, using a 5-point score""]",2019 - Evaluation of 3D fat-navigator based retrospective motion correction in the clinical setting of patients with brain tumo - PMID 30671618.md,,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,31401715,10.1007/s11548-019-02053-6,2019,FAConstructor: an interactive tool for geometric modeling of nerve fiber architectures in the brain.,International journal of computer assisted radiology and surgery,exclude,fulltext_screening,,out_of_scope: Tool for generating synthetic fiber models for 3D polarized light imaging simulations; not MRI reconstruction.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""generation of synthetic fiber models for 3D-PLI simulations""]",2019 - FAConstructor an interactive tool for geometric modeling of nerve fiber architectures in the brain. - PMID 31401715.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,29322233,10.1007/s00062-017-0658-9,2019,High Isotropic Resolution T2 Mapping of the Lumbosacral Plexus with T2-Prepared 3D Turbo Spin Echo.,Clinical neuroradiology,exclude,fulltext_screening,,"wrong_population: Lumbosacral plexus MR neurography, not brain MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""T2 mapping of LSP nerves""]",2019 - High Isotropic Resolution T2 Mapping of the Lumbosacral Plexus with T2-Prepared 3D Turbo Spin Echo. - PMID 29322233.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31341309,10.1038/d41586-019-02208-0,2019,How to map the brain.,Nature,exclude,fulltext_screening,,out_of_scope: Nature news feature on connectomics/microscopy brain mapping; no MRI reconstruction methodology and off-topic.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""How to map the brain""]",2019 - How to map the brain. - PMID 31341309.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30145718,10.1007/s11682-018-9951-8,2019,Identifying errors in Freesurfer automated skull stripping and the incremental utility of manual intervention.,Brain imaging and behavior,exclude,fulltext_Thu_adjudication,,"wrong_intervention_or_index: Full text matches the title; despite the keyword 'reconstruction error', the object of study is FreeSurfer cortical surface reconstruction/skull-stripping quality assurance (a segmentation post-processing pipeli ...",,,FALSE,"{""Dat Mai_fulltext"": ""flagged"", ""Thu_adjudicator"": ""exclude""}","[""Statistically-based QA, although less resource intensive, is not accurate enough to supplant visual inspection"", ""Manual QA (visual inspection) of processed brains for cortical surface reconstruction errors is resource-intensive""]",2019 - Identifying errors in Freesurfer automated skull stripping and the incremental utility of manual intervention. - PMID 30145718.md,,0.75,medium,"{""Thu_adjudicator"": ""exclude""}",1,"{""flagged"": 1}"
2026-07-27T12:23:32.158013+00:00,30697813,10.1002/mrm.27663,2019,Improved chemical exchange saturation transfer imaging with real-time frequency drift correction.,Magnetic resonance in medicine,exclude,fulltext_screening,,"out_of_scope: CEST sequence with B0 drift correction; a sequence-level artifact correction, not a reconstruction safety/fidelity evaluation.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""propose a new sequence for correcting artifacts attributed to B0 drift in real time""]",2019 - Improved chemical exchange saturation transfer imaging with real-time frequency drift correction. - PMID 30697813.md,,0.75,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30630834,10.3174/ajnr.A5927,2019,Improving the Quality of Synthetic FLAIR Images with Deep Learning Using a Conditional Generative Adversarial Network for Pixel-by-Pixel Image Translation.,AJNR. American journal of neuroradiology,include,fulltext_screening,"intervention_unclear: Deep-learning GAN generation of brain FLAIR images evaluated for fidelity (PSNR/RMSE), lesion preservation, and artifact reduction, addressing reconstruction failure modes.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""Lesion conspicuity and the existence of artifacts were visually assessed""]",2019 - Improving the Quality of Synthetic FLAIR Images with Deep Learning Using a Conditional Generative Adversarial Network fo - PMID 30630834.md,,0.7,medium,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,31243814,10.1002/mrm.27869,2019,In vivo demonstration of microscopic anisotropy in the human kidney using multidimensional diffusion MRI.,Magnetic resonance in medicine,exclude,fulltext_screening,,"wrong_population: Human kidney diffusion MRI, not brain.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""microscopic anisotropy in the human kidney""]",2019 - In vivo demonstration of microscopic anisotropy in the human kidney using multidimensional diffusion MRI. - PMID 31243814.md,,0.92,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30666698,10.1002/mrm.27641,2019,Incorporation of a spectral model in a convolutional neural network for accelerated spectral fitting.,Magnetic resonance in medicine,exclude,fulltext_screening,,"out_of_scope: CNN for MR spectroscopic imaging spectral fitting/quantitation, not MRI image reconstruction safety/fidelity.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""accurate spectral fitting for volumetric MRSI""]",2019 - Incorporation of a spectral model in a convolutional neural network for accelerated spectral fitting. - PMID 30666698.md,,0.75,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30321643,10.1016/j.neuroimage.2018.10.025,2019,Inherent physiological artifacts in EEG during tDCS.,NeuroImage,exclude,fulltext_screening,,out_of_scope: EEG artifacts during transcranial stimulation; not MRI reconstruction.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""physiological artifacts ... present in all online EEG-tDCS""]",2019 - Inherent physiological artifacts in EEG during tDCS. - PMID 30321643.md,,0.95,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31550276,10.1371/journal.pone.0222914,2019,Intersubject MVPD: Empirical comparison of fMRI denoising methods for connectivity analysis.,PloS one,exclude,fulltext_screening,,"out_of_scope: Comparison of fMRI denoising methods for connectivity analysis, not MRI reconstruction fidelity/safety.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""Empirical comparison of fMRI denoising methods for connectivity analysis""]",2019 - Intersubject MVPD Empirical comparison of fMRI denoising methods for connectivity analysis. - PMID 31550276.md,,0.88,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31227718,10.1038/s41467-019-10836-3,2019,Learning cellular morphology with neural networks.,Nature communications,exclude,fulltext_screening,,out_of_scope: Neural-network analysis of electron-microscopy neuron reconstructions in animals; not MRI.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""volume electron microscopy data sets of brain tissue""]",2019 - Learning cellular morphology with neural networks. - PMID 31227718.md,,0.95,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30471129,10.1002/mp.13295,2019,Learning-based CBCT correction using alternating random forest based on auto-context model.,Medical physics,exclude,fulltext_screening,,"out_of_scope: Machine-learning correction of cone-beam CT images, not MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""improve CBCT's image quality""]",2019 - Learning-based CBCT correction using alternating random forest based on auto-context model. - PMID 30471129.md,,0.9,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30845177,10.1371/journal.pone.0213458,2019,"MRI, CT and high resolution macro-anatomical images with cryosectioning of a Beagle brain: Creating the base of a multimodal imaging atlas.",PloS one,exclude,fulltext_screening,,wrong_population: Canine (animal) multimodal brain atlas creation; not human MRI reconstruction safety.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""cryosectioning of a Beagle brain""]","2019 - MRI, CT and high resolution macro-anatomical images with cryosectioning of a Beagle brain Creating the base of a multimo - PMID 30845177.md",,0.92,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30524027,10.1088/1361-6560/aaf5e0,2019,MRI-based attenuation correction for brain PET/MRI based on anatomic signature and machine learning.,Physics in medicine and biology,exclude,fulltext_screening,,"out_of_scope: ML generation of pseudo-CT from MRI for PET attenuation correction; the safety endpoint is PET quantitation, not brain MRI reconstruction.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""MRI-based attenuation correction for brain PET/MRI""]",2019 - MRI-based attenuation correction for brain PET MRI based on anatomic signature and machine learning. - PMID 30524027.md,,0.8,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30430711,10.1002/hbm.24462,2019,Machine learning of brain gray matter differentiates sex in a large forensic sample.,Human brain mapping,exclude,fulltext_screening,,out_of_scope: Machine-learning sex classification from gray-matter morphometry; not reconstruction safety/fidelity.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""machine learning ... to classify sex""]",2019 - Machine learning of brain gray matter differentiates sex in a large forensic sample. - PMID 30430711.md,,0.93,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30821010,10.1002/mrm.27705,2019,Markerless high-frequency prospective motion correction for neuroanatomical MRI.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Development of a markerless prospective motion-correction technique with engineering validation; not a reconstruction safety/fidelity evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""markerless head motion tracking with prospectively corrected neuroanatomical MRI sequences""]",2019 - Markerless high-frequency prospective motion correction for neuroanatomical MRI. - PMID 30821010.md,,0.55,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30679454,10.1038/s41598-018-36227-0,2019,Metal artifacts with dental implants: Evaluation using a dedicated CT/MR oral phantom with registration of the CT and MR images.,Scientific reports,exclude,fulltext_screening,,out_of_scope: Dental/oral phantom metal-artifact reduction via CT/MR registration; not brain MRI reconstruction.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""Metal artifacts with dental implants ... CT/MR oral phantom""]",2019 - Metal artifacts with dental implants Evaluation using a dedicated CT MR oral phantom with registration of the CT and MR - PMID 30679454.md,,0.88,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30393895,10.1002/mrm.27547,2019,Model-based reconstruction framework for correction of signal pile-up and geometric distortions in prostate diffusion MRI.,Magnetic resonance in medicine,exclude,fulltext_screening,,"wrong_population: Distortion-correction reconstruction for prostate diffusion MRI, not brain.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""geometric distortions in prostate diffusion MRI""]",2019 - Model-based reconstruction framework for correction of signal pile-up and geometric distortions in prostate diffusion MR - PMID 30393895.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30325053,10.1002/mrm.27521,2019,Multi-modal synergistic PET and MR reconstruction using mutually weighted quadratic priors.,Magnetic resonance in medicine,exclude,fulltext_screening,,"out_of_scope: Joint PET-MR reconstruction framework development; an engineering method paper spanning PET, not a brain-MRI reconstruction safety evaluation.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""synergistic reconstruction of PET-MR and multi-contrast MR data""]",2019 - Multi-modal synergistic PET and MR reconstruction using mutually weighted quadratic priors. - PMID 30325053.md,,0.6,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31045278,10.1002/mrm.27771,2019,Network Accelerated Motion Estimation and Reduction (NAMER): Convolutional neural network guided retrospective motion correction using a separable motion model.,Magnetic resonance in medicine,include,fulltext_screening,"intervention_unclear: CNN-guided model-based brain MRI reconstruction addressing motion artifacts, validated quantitatively (RMSE) including CNN-induced blurring, an AI-reconstruction fidelity assessment.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""convolutional neural network alone provides some motion mitigation (at the expense of introduced blurring)""]",2019 - Network Accelerated Motion Estimation and Reduction (NAMER) Convolutional neural network guided retrospective motion cor - PMID 31045278.md,,0.55,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,31430776,10.1055/a-0943-1168,2019,[Not Available].,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin,exclude,fulltext_screening,,"out_of_scope: No abstract; MeSH indicates pediatric lung MRI/atelectasis/sedation, off-topic to brain MRI reconstruction safety.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""Lung / diagnostic imaging""]",2019 - Not Available . - PMID 31430776.md,,0.7,medium,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30303562,10.1002/mrm.27491,2019,On the accuracy and precision of PLANET for multiparametric MRI using phase-cycled bSSFP imaging.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Characterizes accuracy/precision of a bSSFP relaxometry parameter-estimation method; quantitative-mapping characterization rather than image-reconstruction safety evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""accuracy and precision in T1, T2, and off-resonance maps obtained with the PLANET method""]",2019 - On the accuracy and precision of PLANET for multiparametric MRI using phase-cycled bSSFP imaging. - PMID 30303562.md,,0.55,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30414984,10.1016/j.neuroimage.2018.11.006,2019,Optimising neonatal fMRI data analysis: Design and validation of an extended dHCP preprocessing pipeline to characterise noxious-evoked brain activity in infants.,NeuroImage,exclude,fulltext_screening,,out_of_scope: Neonatal fMRI preprocessing pipeline design/validation; not MRI reconstruction safety/fidelity.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""extended dHCP fMRI preprocessing pipeline""]",2019 - Optimising neonatal fMRI data analysis Design and validation of an extended dHCP preprocessing pipeline to characterise - PMID 30414984.md,,0.85,high,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31319127,10.1016/j.mri.2019.07.009,2019,Phase Image Texture Analysis for Motion Detection in Diffusion MRI (PITA-MDD).,Magnetic resonance imaging,exclude,fulltext_screening,,out_of_scope: Automated motion-corruption detection method for diffusion MRI quality control; a QC/detection technique rather than a reconstruction safety/fidelity evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""method to return a metric of subject motion ... from diffusion-weighted images""]",2019 - Phase Image Texture Analysis for Motion Detection in Diffusion MRI (PITA-MDD). - PMID 31319127.md,,0.5,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30298692,10.1002/mrm.27509,2019,Prospective motion correction improves high-resolution quantitative susceptibility mapping at 7T.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Prospective motion correction for high-resolution QSM; technique development/demonstration rather than a reconstruction safety evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""prospective motion correction (PMC) to address such limitation""]",2019 - Prospective motion correction improves high-resolution quantitative susceptibility mapping at 7T. - PMID 30298692.md,,0.55,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30229558,10.1002/mrm.27448,2019,Rigid motion-corrected magnetic resonance fingerprinting.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Development of a rigid motion-correction method for MR fingerprinting; reconstruction method development rather than safety evaluation.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""novel approach to correct for this motion""]",2019 - Rigid motion-corrected magnetic resonance fingerprinting. - PMID 30229558.md,,0.55,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,30773331,10.1016/j.zemedi.2019.01.001,2019,SHARQnet - Sophisticated harmonic artifact reduction in quantitative susceptibility mapping using a deep convolutional neural network.,Zeitschrift fur medizinische Physik,include,fulltext_screening,"intervention_unclear: Deep CNN solving the ill-posed QSM background-field inversion in brain MRI, evaluated for artifact reduction and generalization versus current methods.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""SHARQnet outperforms current background field removal procedures""]",2019 - SHARQnet - Sophisticated harmonic artifact reduction in quantitative susceptibility mapping using a deep convolutional n - PMID 30773331.md,,0.5,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,30720209,10.1002/mrm.27665,2019,Sparsity and locally low rank regularization for MR fingerprinting.,Magnetic resonance in medicine,exclude,fulltext_screening,,out_of_scope: Regularized MRF reconstruction method development to reduce aliasing artifacts; not a reconstruction safety/fidelity evaluation methodology.,,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""residual aliasing artifacts that propagate into the parametric maps ... reduced with the proposed SLLR-MRF""]",2019 - Sparsity and locally low rank regularization for MR fingerprinting. - PMID 30720209.md,,0.6,low,{},1,"{""exclude"": 1}"
2026-07-27T12:23:32.158013+00:00,31946482,10.1109/EMBC.2019.8857125,2019,Super-Resolution Diffusion Tensor Imaging using SRCNN: A Feasibility Study.,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,include,fulltext_screening,"intervention_unclear: Deep-learning (SRCNN) super-resolution of brain diffusion MRI validated against ground truth with error metrics, addressing SNR/geometric-distortion failure modes.",,,,FALSE,"{""Dat Mai_fulltext"": ""include""}","[""validated by comparing with the ground truth using numerical simulations and ... real human data""]",2019 - Super-Resolution Diffusion Tensor Imaging using SRCNN A Feasibility Study. - PMID 31946482.md,,0.55,low,{},1,"{""include"": 1}"
2026-07-27T12:23:32.158013+00:00,31455744,10.1073/pnas.1909848116,2019,"Take a deep breath: Multiecho fMRI denoising effectively removes head motion artifacts, obviating the need for global signal regression.",Proceedings of the National Academy of Sciences of the United States of America,background_only,fulltext_screening,,,,review_for_background: Letter/Comment (commentary) on fMRI denoising; publication type is commentary and off the reconstruction-safety topic.,FALSE,"{""Dat Mai_fulltext"": ""background_only""}","[""Multiecho fMRI denoising effectively removes head motion artifacts""]","2019 - Take a deep breath Multiecho fMRI denoising effectively removes head motion artifacts, obviating the need for global sig - PMID 31455744.md",,0.6,low,{},1,"{""background_only"": 1}"
2026-07-27T12:23:32.158013+00:00,31422519,10.1007/s10334-019-00771-1,2019,The advantages of radial trajectories for vessel-selective dynamic angiography with arterial spin labeling.,"Magma (New York, N.Y.)",exclude,fulltext_screening,,"out_of_scope: Demonstrates radial vs Cartesian trajectory advantages for accelerated ASL angiography; acquisition-technique development, not a reconstruction safety evaluation.",,,FALSE,"{""Dat Mai_fulltext"": ""exclude""}","[""Radial trajectories outperform conventional Cartesian techniques for accelerated vessel-selective ASL""]",2019 - The advantages of radial trajectories for vessel-selective dynamic angiography with arterial spin labeling. - PMID 31422519.md,,0.7,medium,{},1,"{""exclude"": 1}"
